datetime,G1_ZoneTemp_mean,G1_ZoneTemp_std,G1_ZoneTemp_range,G2_HeadTemp_mean,G2_HeadTemp_std,G2_HeadTemp_range,G3_MeltTemp_mean,G3_MeltTemp_std,G3_MeltTemp_range,G4_PressureTorque_mean,G4_PressureTorque_std,G4_PressureTorque_range,G5_CoolFlow_mean,G5_CoolFlow_std,G5_CoolFlow_range,passorfail
2020-10-30 00:00:59,224.75,10.638961415476606,28,206.83333333333334,74.6110283775499,201,259.25,27.11434122378783,75,47.720666666666666,33.7453412224891,72.0,41.0,0.0,0,0.0
2020-10-30 00:01:04,224.75,10.207227831296802,27,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:01:09,225.25,10.18270592720815,27,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:01:14,225.25,10.18270592720815,27,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:01:19,225.25,10.18270592720815,27,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.72463333333334,33.748097036754864,72.0,41.0,0.0,0,0.0
2020-10-30 00:01:24,224.75,10.207227831296802,27,206.83333333333334,74.6110283775499,201,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:01:29,224.75,10.207227831296802,27,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:01:34,225.25,10.18270592720815,27,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:01:39,225.25,10.18270592720815,27,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.7405,33.759127365795464,72.0,41.0,0.0,0,0.0
2020-10-30 00:01:44,225.25,10.18270592720815,27,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.7286,33.750853558391675,72.0,41.0,0.0,0,0.0
2020-10-30 00:01:49,225.25,10.18270592720815,27,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.7405,33.759127365795464,72.0,41.0,0.0,0,0.0
2020-10-30 00:01:54,224.75,10.40132203135736,28,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:01:59,224.75,10.40132203135736,28,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:02:04,224.75,10.40132203135736,28,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:02:09,224.75,10.40132203135736,28,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.7405,33.759127365795464,72.0,41.0,0.0,0,0.0
2020-10-30 00:02:14,224.75,10.40132203135736,28,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.7286,33.750853558391675,72.0,41.0,0.0,0,0.0
2020-10-30 00:02:19,224.75,10.40132203135736,28,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:02:24,224.75,10.40132203135736,28,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.72463333333334,33.748097036754864,72.0,41.0,0.0,0,0.0
2020-10-30 00:02:29,224.75,10.848386976873567,29,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.7405,33.759127365795464,72.0,41.0,0.0,0,0.0
2020-10-30 00:02:34,224.5,10.735455276791944,29,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:02:39,224.5,10.735455276791944,29,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.7286,33.750853558391675,72.0,41.0,0.0,0,0.0
2020-10-30 00:02:44,224.5,10.735455276791944,29,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:02:49,224.5,10.965856099730654,29,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:02:54,224.5,10.965856099730654,29,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.7405,33.759127365795464,72.0,41.0,0.0,0,0.0
2020-10-30 00:02:59,224.25,11.519006033508273,31,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.7286,33.750853558391675,72.0,41.0,0.0,0,0.0
2020-10-30 00:03:04,224.25,11.519006033508273,31,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.72463333333334,33.748097036754864,72.0,41.0,0.0,0,0.0
2020-10-30 00:03:09,224.25,11.299889379989523,30,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:03:14,224.25,11.299889379989523,30,206.33333333333334,74.38787236879111,200,259.5,27.189152248645048,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:03:19,224.25,11.519006033508273,31,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:03:24,224.25,11.519006033508273,31,206.33333333333334,74.38787236879111,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:03:29,224.0,11.180339887498949,30,206.33333333333334,74.38787236879111,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:03:34,224.25,11.519006033508273,31,206.33333333333334,74.38787236879111,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:03:39,224.0,11.180339887498949,30,206.33333333333334,74.38787236879111,200,259.25,27.11434122378783,75,47.7405,33.759127365795464,72.0,41.0,0.0,0,0.0
2020-10-30 00:03:44,224.25,11.519006033508273,31,206.33333333333334,74.38787236879111,200,259.25,27.11434122378783,75,47.7405,33.759127365795464,72.0,41.0,0.0,0,0.0
2020-10-30 00:03:49,224.0,11.180339887498949,30,206.33333333333334,74.38787236879111,200,259.25,27.11434122378783,75,47.72463333333334,33.748097036754864,72.0,41.0,0.0,0,0.0
2020-10-30 00:03:54,224.25,11.299889379989523,30,206.33333333333334,74.38787236879111,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:03:59,224.25,11.96609794377432,32,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.72463333333334,33.748097036754864,72.0,41.0,0.0,0,0.0
2020-10-30 00:04:04,224.25,11.519006033508273,31,206.33333333333334,74.38787236879111,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:04:09,224.0,11.180339887498949,30,206.33333333333334,74.38787236879111,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:04:14,223.75,11.519006033508273,31,206.33333333333334,74.38787236879111,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:04:19,224.5,11.629703349613008,31,206.33333333333334,74.38787236879111,200,259.0,27.459060435491963,76,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:04:24,224.5,11.629703349613008,31,206.33333333333334,74.38787236879111,200,259.25,27.11434122378783,75,47.7286,33.750853558391675,72.0,41.0,0.0,0,0.0
2020-10-30 00:04:29,224.25,11.299889379989523,30,206.33333333333334,74.38787236879111,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:04:34,224.25,11.519006033508273,31,206.33333333333334,74.38787236879111,200,259.25,27.11434122378783,75,47.72463333333334,33.748097036754864,72.0,41.0,0.0,0,0.0
2020-10-30 00:04:39,224.5,11.629703349613008,31,206.33333333333334,74.38787236879111,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:04:44,224.5,11.629703349613008,31,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.720666666666666,33.7453412224891,72.0,41.0,0.0,0,0.0
2020-10-30 00:04:49,224.5,11.629703349613008,31,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.7286,33.750853558391675,72.0,41.0,0.0,0,0.0
2020-10-30 00:04:54,224.5,11.629703349613008,31,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:04:59,224.25,11.299889379989523,30,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:05:04,224.5,11.629703349613008,31,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.7286,33.750853558391675,72.0,41.0,0.0,0,0.0
2020-10-30 00:05:09,224.75,11.519006033508273,31,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.7405,33.759127365795464,72.0,41.0,0.0,0,0.0
2020-10-30 00:05:14,224.75,10.848386976873567,29,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:05:19,225.0,11.180339887498949,30,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:05:24,224.5,10.965856099730654,29,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:05:29,224.25,10.848386976873567,29,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.7286,33.750853558391675,72.0,41.0,0.0,0,0.0
2020-10-30 00:05:34,224.75,11.299889379989523,30,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.7286,33.750853558391675,72.0,41.0,0.0,0,0.0
2020-10-30 00:05:39,224.75,11.519006033508273,31,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:05:44,224.5,11.191514642799696,30,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:05:49,224.75,11.519006033508273,31,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.7405,33.759127365795464,72.0,41.0,0.0,0,0.0
2020-10-30 00:05:54,224.5,11.412712210513327,31,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:05:59,224.5,11.191514642799696,30,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.72463333333334,33.748097036754864,72.0,41.0,0.0,0,0.0
2020-10-30 00:06:04,224.5,11.191514642799696,30,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:06:09,224.5,11.191514642799696,30,206.66666666666666,74.53559924999298,200,259.25,27.11434122378783,75,47.72463333333334,33.748097036754864,72.0,41.0,0.0,0,0.0
2020-10-30 00:06:14,224.5,11.412712210513327,31,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:06:19,224.5,11.629703349613008,31,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.7405,33.759127365795464,72.0,41.0,0.0,0,0.0
2020-10-30 00:06:24,224.25,11.299889379989523,30,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:06:29,224.25,11.299889379989523,30,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.7405,33.759127365795464,72.0,41.0,0.0,0,0.0
2020-10-30 00:06:34,224.5,11.629703349613008,31,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:06:39,224.25,11.299889379989523,30,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:06:44,224.25,11.299889379989523,30,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:06:49,224.0,11.180339887498949,30,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:06:54,224.0,11.180339887498949,30,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.72463333333334,33.748097036754864,72.0,41.0,0.0,0,0.0
2020-10-30 00:06:59,224.0,11.180339887498949,30,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.7286,33.750853558391675,72.0,41.0,0.0,0,0.0
2020-10-30 00:07:04,224.25,11.07643895843786,30,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:07:09,224.25,11.07643895843786,30,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.7405,33.759127365795464,72.0,41.0,0.0,0,0.0
2020-10-30 00:07:14,224.25,11.299889379989523,30,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:07:19,224.5,10.965856099730654,29,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:07:24,224.5,10.735455276791944,29,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.7286,33.750853558391675,72.0,41.0,0.0,0,0.0
2020-10-30 00:07:29,224.75,10.848386976873567,29,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:07:34,224.75,10.848386976873567,29,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.72463333333334,33.748097036754864,72.0,41.0,0.0,0,0.0
2020-10-30 00:07:39,224.5,11.191514642799696,30,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:07:44,224.25,10.848386976873567,29,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:07:49,224.0,11.180339887498949,30,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:07:54,224.75,10.848386976873567,29,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.7405,33.759127365795464,72.0,41.0,0.0,0,0.0
2020-10-30 00:07:59,224.75,11.519006033508273,31,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:08:04,224.5,11.412712210513327,31,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.72463333333334,33.748097036754864,72.0,41.0,0.0,0,0.0
2020-10-30 00:08:09,224.25,11.07643895843786,30,206.5,74.46195896787388,200,259.25,27.11434122378783,75,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:08:14,224.25,11.299889379989523,30,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.7405,33.759127365795464,72.0,41.0,0.0,0,0.0
2020-10-30 00:08:19,224.25,11.299889379989523,30,206.33333333333334,74.38787236879111,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:08:24,224.25,11.519006033508273,31,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:08:29,224.5,11.629703349613008,31,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:08:34,224.25,11.299889379989523,30,206.33333333333334,74.38787236879111,200,259.0,27.459060435491963,76,47.7286,33.750853558391675,72.0,41.0,0.0,0,0.0
2020-10-30 00:08:39,224.75,11.519006033508273,31,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.7405,33.759127365795464,72.0,41.0,0.0,0,0.0
2020-10-30 00:08:44,224.0,11.180339887498949,30,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:08:49,224.0,11.180339887498949,30,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:08:54,224.25,11.519006033508273,31,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:08:59,224.25,11.299889379989523,30,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:09:04,224.5,11.629703349613008,31,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:09:09,224.25,11.299889379989523,30,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:09:14,224.5,11.629703349613008,31,206.66666666666666,74.53559924999298,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:09:19,224.5,11.191514642799696,30,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:09:24,224.25,11.299889379989523,30,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:09:29,224.5,11.629703349613008,31,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.7405,33.759127365795464,72.0,41.0,0.0,0,0.0
2020-10-30 00:09:34,224.25,11.299889379989523,30,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:09:39,224.25,11.299889379989523,30,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:09:44,224.5,11.412712210513327,31,206.33333333333334,74.38787236879111,200,259.0,27.459060435491963,76,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:09:49,224.25,11.519006033508273,31,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:09:54,224.25,11.299889379989523,30,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:09:59,224.25,11.299889379989523,30,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:10:04,224.5,11.629703349613008,31,206.33333333333334,74.38787236879111,200,259.0,27.459060435491963,76,47.7286,33.750853558391675,72.0,41.0,0.0,0,0.0
2020-10-30 00:10:09,224.25,11.519006033508273,31,206.33333333333334,74.38787236879111,200,259.0,27.459060435491963,76,47.7286,33.750853558391675,72.0,41.0,0.0,0,0.0
2020-10-30 00:10:14,224.0,11.180339887498949,30,206.16666666666666,74.3133381178791,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:10:19,224.25,11.519006033508273,31,206.16666666666666,74.3133381178791,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:10:24,224.5,11.629703349613008,31,206.5,74.46195896787388,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:10:29,224.25,11.299889379989523,30,206.16666666666666,74.3133381178791,200,259.0,27.459060435491963,76,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:10:34,224.5,11.629703349613008,31,206.0,74.23835486682967,200,259.0,27.459060435491963,76,47.7167,33.742586115767715,72.0,41.0,0.0,0,0.0
2020-10-30 00:10:39,224.0,11.180339887498949,30,206.0,74.23835486682967,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:10:44,224.25,11.519006033508273,31,206.0,74.23835486682967,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:10:49,224.25,11.519006033508273,31,206.33333333333334,74.38787236879111,200,259.0,27.459060435491963,76,47.7286,33.750853558391675,72.0,41.0,0.0,0,0.0
2020-10-30 00:10:54,224.5,11.629703349613008,31,206.0,74.23835486682967,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:10:59,224.75,11.519006033508273,31,206.16666666666666,74.31333811787908,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:11:04,224.5,11.629703349613008,31,206.33333333333334,74.38787236879111,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:11:09,224.5,11.629703349613008,31,206.16666666666666,74.3133381178791,200,259.0,27.459060435491963,76,47.7405,33.759127365795464,72.0,41.0,0.0,0,0.0
2020-10-30 00:11:14,224.5,11.629703349613008,31,206.33333333333334,74.38787236879111,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:11:19,224.5,11.629703349613008,31,206.33333333333334,74.38787236879111,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:11:24,224.5,11.629703349613008,31,206.33333333333334,74.38787236879111,200,259.0,27.459060435491963,76,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:11:29,224.5,11.629703349613008,31,206.33333333333334,74.38787236879111,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:11:34,224.5,11.629703349613008,31,206.16666666666666,74.31333811787908,200,259.0,27.459060435491963,76,47.7286,33.750853558391675,72.0,41.0,0.0,0,0.0
2020-10-30 00:11:39,224.5,11.629703349613008,31,206.33333333333334,74.38787236879111,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:11:44,224.5,11.412712210513327,31,206.33333333333334,74.38787236879111,200,259.0,27.459060435491963,76,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:11:49,224.25,11.519006033508273,31,206.0,74.23835486682967,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:11:54,224.5,11.191514642799696,30,206.0,74.23835486682967,200,259.0,27.459060435491963,76,47.720666666666666,33.7453412224891,72.0,41.0,0.0,0,0.0
2020-10-30 00:11:59,224.75,11.07643895843786,30,206.0,74.23835486682967,200,259.0,27.459060435491963,76,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:12:04,224.75,11.07643895843786,30,206.0,74.23835486682967,200,259.0,27.459060435491963,76,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:12:09,225.0,11.180339887498949,30,206.0,74.23835486682967,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:12:14,224.75,11.299889379989523,30,206.0,74.23835486682967,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
2020-10-30 00:12:19,224.75,10.848386976873567,29,206.0,74.23835486682967,200,259.0,27.459060435491963,76,47.73256666666666,33.753610787226236,72.0,41.0,0.0,0,0.0
2020-10-30 00:12:24,225.0,11.180339887498949,30,206.0,74.23835486682967,200,259.0,27.459060435491963,76,47.7286,33.750853558391675,72.0,41.0,0.0,0,0.0
2020-10-30 00:12:29,225.0,11.180339887498949,30,206.0,74.23835486682967,200,259.0,27.459060435491963,76,47.736533333333334,33.75636872308526,72.0,41.0,0.0,0,0.0
